Date,BTC-USD,ETH-USD,THETA-USD,ALGO-USD,WAVES-USD
2018-04-19,8294.3095703125,567.8889770507812,,,5.230209827423096
2018-04-20,8845.830078125,615.718017578125,,,5.36929988861084
2018-04-21,8895.580078125,605.39501953125,,,5.1534600257873535
2018-04-22,8802.4599609375,621.8599853515625,,,5.176809787750244
2018-04-23,8930.8798828125,642.5479736328125,,,5.559639930725098
2018-04-24,9697.5,708.1580200195312,,,5.989620208740234
2018-04-25,8845.740234375,615.416015625,,,5.090829849243164
2018-04-26,9281.509765625,662.8090209960938,,,5.586540222167969
2018-04-27,8987.0498046875,647.031982421875,,,5.487229824066162
2018-04-28,9348.48046875,683.677978515625,,,6.449440002441406
2018-04-29,9419.080078125,688.8809814453125,,,7.011469841003418
2018-04-30,9240.5498046875,669.9240112304688,,,6.709159851074219
2018-05-01,9119.009765625,673.6129760742188,,,6.820119857788086
2018-05-02,9235.919921875,687.1489868164062,,,7.464369773864746
2018-05-03,9743.8603515625,779.5430297851562,,,7.830140113830566
2018-05-04,9700.759765625,785.6240234375,,,7.718589782714844
2018-05-05,9858.150390625,816.1199951171875,,,7.339660167694092
2018-05-06,9654.7998046875,792.3109741210938,,,6.9460601806640625
2018-05-07,9373.009765625,753.7249755859375,,,6.656199932098389
2018-05-08,9234.8203125,752.8569946289062,,,6.5169901847839355
2018-05-09,9325.1796875,752.2750244140625,,,6.71353006362915
2018-05-10,9043.9404296875,727.2769775390625,,,6.478769779205322
2018-05-11,8441.490234375,679.5859985351562,,,5.985020160675049
2018-05-12,8504.8896484375,686.0479736328125,,,6.222949981689453
2018-05-13,8723.9404296875,733.4959716796875,,,6.572229862213135
2018-05-14,8716.7900390625,730.5490112304688,,,6.6018500328063965
2018-05-15,8510.3798828125,708.8709716796875,,,6.154250144958496
2018-05-16,8368.830078125,707.0499877929688,,,6.148290157318115
2018-05-17,8094.31982421875,672.656982421875,,,5.771180152893066
2018-05-18,8250.9697265625,694.3670043945312,,,6.04157018661499
2018-05-19,8247.1796875,696.530029296875,,,5.901100158691406
2018-05-20,8513.25,715.3690185546875,,,6.07135009765625
2018-05-21,8418.990234375,699.2219848632812,,,5.775390148162842
2018-05-22,8041.77978515625,647.7410278320312,,,5.242740154266357
2018-05-23,7557.81982421875,583.5850219726562,,,4.531680107116699
2018-05-24,7587.33984375,601.7550048828125,,,4.759250164031982
2018-05-25,7480.14013671875,586.7340087890625,,,4.470870018005371
2018-05-26,7355.8798828125,587.280029296875,,,4.3847198486328125
2018-05-27,7368.22021484375,572.6680297851562,,,4.217860221862793
2018-05-28,7135.990234375,516.0360107421875,,,3.890199899673462
2018-05-29,7472.58984375,565.3880004882812,,,4.306779861450195
2018-05-30,7406.52001953125,559.5900268554688,,,4.017690181732178
2018-05-31,7494.169921875,577.64501953125,,,4.206759929656982
2018-06-01,7541.4501953125,580.0430297851562,,,4.1622700691223145
2018-06-02,7643.4501953125,591.8079833984375,,,4.316420078277588
2018-06-03,7720.25,618.3289794921875,,,4.382490158081055
2018-06-04,7514.47021484375,592.9849853515625,,,4.118000030517578
2018-06-05,7633.759765625,609.302978515625,,,4.319049835205078
2018-06-06,7653.97998046875,607.1240234375,,,4.316860198974609
2018-06-07,7678.240234375,605.18701171875,,,4.535049915313721
2018-06-08,7624.919921875,601.0770263671875,,,4.621469974517822
2018-06-09,7531.97998046875,597.56201171875,,,4.383880138397217
2018-06-10,6786.02001953125,526.47900390625,,,3.8077900409698486
2018-06-11,6906.919921875,533.2839965820312,,,3.8887200355529785
2018-06-12,6582.35986328125,496.8429870605469,,,3.5548300743103027
2018-06-13,6349.89990234375,477.4939880371094,,,3.2588698863983154
2018-06-14,6675.35009765625,519.7420043945312,,,3.583940029144287
2018-06-15,6456.580078125,491.0039978027344,,,3.4178099632263184
2018-06-16,6550.16015625,499.6419982910156,,,3.4684600830078125
2018-06-17,6499.27001953125,500.447998046875,,,3.3971199989318848
2018-06-18,6734.81982421875,518.8909912109375,,,3.6600799560546875
2018-06-19,6769.93994140625,537.9569702148438,,,3.6002700328826904
2018-06-20,6776.5498046875,536.2680053710938,,,3.7049100399017334
2018-06-21,6729.740234375,527.3670043945312,,,3.539910078048706
2018-06-22,6083.68994140625,465.8169860839844,,,2.918440103530884
2018-06-23,6162.47998046875,474.5199890136719,,,2.9253299236297607
2018-06-24,6173.22998046875,457.6719970703125,,,2.7104499340057373
2018-06-25,6249.18017578125,460.30999755859375,,,2.768310070037842
2018-06-26,6093.669921875,432.7720031738281,,,2.57778000831604
2018-06-27,6157.1298828125,442.364990234375,,,2.808690071105957
2018-06-28,5903.43994140625,422.364990234375,,,2.543800115585327
2018-06-29,6218.2998046875,436.0090026855469,,,2.606450080871582
2018-06-30,6404.0,455.17999267578125,,,2.9221999645233154
2018-07-01,6385.81982421875,453.9179992675781,,,2.8640499114990234
2018-07-02,6614.18017578125,475.34698486328125,,,3.1141300201416016
2018-07-03,6529.58984375,464.19500732421875,,,3.008960008621216
2018-07-04,6597.5498046875,467.3179931640625,,,2.993959903717041
2018-07-05,6639.14013671875,474.4119873046875,,,2.9309000968933105
2018-07-06,6673.5,474.0119934082031,,,2.9719600677490234
2018-07-07,6856.93017578125,491.6600036621094,,,3.016740083694458
2018-07-08,6773.8798828125,489.1189880371094,,,3.0556800365448
2018-07-09,6741.75,476.6820068359375,,,2.9595799446105957
2018-07-10,6329.9501953125,434.42401123046875,,,2.6786599159240723
2018-07-11,6394.7099609375,446.51800537109375,,,2.709009885787964
2018-07-12,6228.81005859375,430.0740051269531,,,2.6202199459075928
2018-07-13,6238.0498046875,434.0270080566406,,,2.6837499141693115
2018-07-14,6276.1201171875,436.08599853515625,,,2.753309965133667
2018-07-15,6359.64013671875,449.8500061035156,,,2.7560300827026367
2018-07-16,6741.75,480.6579895019531,,,2.9310500621795654
2018-07-17,7321.0400390625,501.00201416015625,,,3.1196799278259277
2018-07-18,7370.77978515625,480.51300048828125,,,3.076740026473999
2018-07-19,7466.85986328125,469.6189880371094,,,2.899519920349121
2018-07-20,7354.1298828125,450.697998046875,,,2.8726398944854736
2018-07-21,7419.2900390625,462.4360046386719,,,2.9315099716186523
2018-07-22,7418.490234375,459.6570129394531,,,2.7547099590301514
